Ticker,Name
CUZ UN Equity,Cousins Properties Inc
SSD UN Equity,Simpson Manufacturing Co Inc
ONEX CT Equity,Onex Corp
000538 C2 Equity,Yunnan Baiyao Group Co Ltd
GJF NO Equity,Gjensidige Forsikring ASA
NSA UN Equity,National Storage Affiliates Trust
FELE UW Equity,Franklin Electric Co Inc
WEN UW Equity,Wendy's Co/The
CHDRAUIB MF Equity,Grupo Comercial Chedraui SA de CV
003670 KP Equity,POSCO Chemical Co Ltd
CNX UN Equity,CNX Resources Corp
6532 JT Equity,BayCurrent Consulting Inc
2768 JT Equity,Sojitz Corp
GATX UN Equity,GATX Corp
002709 C2 Equity,Guangzhou Tinci Materials Technology Co Ltd
066970 KQ Equity,L&F Co Ltd
DPLM LN Equity,Diploma PLC
LIGHT NA Equity,Signify NV
HUH1V FH Equity,Huhtamaki Oyj
CHC AT Equity,Charter Hall Group
FHB UW Equity,First Hawaiian Inc
ATZ CT Equity,Aritzia Inc
WWE UN Equity,World Wrestling Entertainment Inc
4768 JT Equity,Otsuka Corp
INVP LN Equity,Investec PLC
SR UN Equity,Spire Inc
IRTC UW Equity,iRhythm Technologies Inc
7186 JT Equity,Concordia Financial Group Ltd
AL IS Equity,Ashok Leyland Ltd
FOXF UW Equity,Fox Factory Holding Corp
FR FP Equity,Valeo
ICP LN Equity,Intermediate Capital Group PLC
SPIE FP Equity,SPIE SA
AM FP Equity,Dassault Aviation SA
ANDR AV Equity,ANDRITZ AG
AALB NA Equity,Aalberts NV
DPH LN Equity,Dechra Pharmaceuticals PLC
ACI UN Equity,Albertsons Cos Inc
000063 C2 Equity,ZTE Corp
601169 C1 Equity,Bank of Beijing Co Ltd
ALQ AT Equity,ALS Ltd
PAAS CT Equity,Pan American Silver Corp
LUN CT Equity,Lundin Mining Corp
BJHI IS Equity,Bajaj Holdings & Investment Ltd
000596 C2 Equity,Anhui Gujing Distillery Co Ltd
009830 KP Equity,Hanwha Solutions Corp
19 HK Equity,Swire Pacific Ltd
EVK GY Equity,Evonik Industries AG
HGV UN Equity,Hilton Grand Vacations Inc
NTLA UQ Equity,Intellia Therapeutics Inc
STB NO Equity,Storebrand ASA
003490 KP Equity,Korean Air Lines Co Ltd
BEIJB SS Equity,Beijer Ref AB
600522 C1 Equity,Jiangsu Zhongtian Technology Co Ltd
MLT SP Equity,Mapletree Logistics Trust
SANM UW Equity,Sanmina Corp
COMI EC Equity,Commercial International Bank Egypt SAE
PECO UW Equity,Phillips Edison & Co Inc
CHWY UN Equity,Chewy Inc
AM UN Equity,Antero Midstream Corp
000776 C2 Equity,GF Securities Co Ltd
CWY AT Equity,Cleanaway Waste Management Ltd
GT UW Equity,Goodyear Tire & Rubber Co/The
3003 JT Equity,Hulic Co Ltd
TNL UN Equity,Travel + Leisure Co
AC* MF Equity,Arca Continental SAB de CV
DY UN Equity,Dycom Industries Inc
HLBK MK Equity,Hong Leong Bank Bhd
AMC UN Equity,AMC Entertainment Holdings Inc
ASB UN Equity,Associated Banc-Corp
HMCL IS Equity,Hero MotoCorp Ltd
BTO CT Equity,B2Gold Corp
PTCT UW Equity,PTC Therapeutics Inc
ABCB UW Equity,Ameris Bancorp
2345 TT Equity,Accton Technology Corp
VIAV UW Equity,Viavi Solutions Inc
INDUC SS Equity,Industrivarden AB
3481 TT Equity,Innolux Corp
BBAJIOO MF Equity,Banco del Bajio SA
4183 JT Equity,Mitsui Chemicals Inc
PVH UN Equity,PVH Corp
OMCL UW Equity,Omnicell Inc
2474 TT Equity,Catcher Technology Co Ltd
011200 KP Equity,HMM Co Ltd
STAA UQ Equity,STAAR Surgical Co
IFT NZ Equity,Infratil Ltd
STE SP Equity,Singapore Technologies Engineering Ltd
ICUI UW Equity,ICU Medical Inc
AMS SJ Equity,Anglo American Platinum Ltd
ENGI11 BS Equity,Energisa SA
259960 KP Equity,Krafton Inc
MMSI UW Equity,Merit Medical Systems Inc
EVR UN Equity,Evercore Inc
IH IS Equity,Indian Hotels Co Ltd
TRUE TB Equity,True Corp PCL
TNB MK Equity,Tenaga Nasional Bhd
002241 C2 Equity,GoerTek Inc
GRT-U CT Equity,Granite Real Estate Investment Trust
BME LN Equity,B&M European Value Retail SA
FDJ FP Equity,La Francaise des Jeux SAEM
PPBI UW Equity,Pacific Premier Bancorp Inc
FB IS Equity,Federal Bank Ltd
5831 JT Equity,Shizuoka Financial Group Inc
FCFS UW Equity,FirstCash Holdings Inc
AFRM UW Equity,Affirm Holdings Inc
EBO NZ Equity,EBOS Group Ltd
MFT NZ Equity,Mainfreight Ltd
LSXMA UW Equity,Liberty Media Corp-Liberty SiriusXM
MULTIPLY DH Equity,Multiply Group
AMRT IJ Equity,Sumber Alfaria Trijaya Tbk PT
SITES1 MF Equity,Operadora De Sites Mexicanos SAB de CV
RILBA DC Equity,Ringkjoebing Landbobank A/S
GTT FP Equity,Gaztransport Et Technigaz SA
TIINDIA IS Equity,Tube Investments of India Ltd
DOC UN Equity,Physicians Realty Trust
OLLI UQ Equity,Ollie's Bargain Outlet Holdings Inc
CBU UN Equity,Community Bank System Inc
2888 TT Equity,Shin Kong Financial Holding Co Ltd
ABG UN Equity,Asbury Automotive Group Inc
AZTA UW Equity,Azenta Inc
600010 C1 Equity,Inner Mongolia BaoTou Steel Union Co Ltd
WK UN Equity,Workiva Inc
6976 JT Equity,Taiyo Yuden Co Ltd
600795 C1 Equity,GD Power Development Co Ltd
BF/A UN Equity,Brown-Forman Corp
NSCSA AB Equity,National Shipping Co of Saudi Arabia/The
036570 KP Equity,NCSoft Corp
PTEN UW Equity,Patterson-UTI Energy Inc
UNSP IS Equity,United Spirits Ltd
PSK CT Equity,PrairieSky Royalty Ltd
AMP IM Equity,Amplifon SpA
AIXA GY Equity,AIXTRON SE
MQ UW Equity,Marqeta Inc
HWDN LN Equity,Howden Joinery Group PLC
ADNT UN Equity,Adient PLC
AGLTY KK Equity,Agility Public Warehousing Co KSC
601229 C1 Equity,Bank of Shanghai Co Ltd
051900 KP Equity,LG H&H Co Ltd
IAG LN Equity,International Consolidated Airlines Group SA
1605 TT Equity,Walsin Lihwa Corp
EDV LN Equity,Endeavour Mining PLC
INFOE IS Equity,Info Edge India Ltd
CEN NZ Equity,Contact Energy Ltd
4042 JT Equity,Tosoh Corp
VIVT3 BS Equity,Telefonica Brasil SA
6465 JT Equity,Hoshizaki Corp
APP UW Equity,AppLovin Corp
TDC UN Equity,Teradata Corp
17 HK Equity,New World Development Co Ltd
UNTR IJ Equity,United Tractors Tbk PT
015760 KP Equity,Korea Electric Power Corp
WSFS UW Equity,WSFS Financial Corp
PMAH MK Equity,Press Metal Aluminium Holdings Bhd
032830 KP Equity,Samsung Life Insurance Co Ltd
SMPL UR Equity,Simply Good Foods Co/The
TPIA IJ Equity,Chandra Asri Petrochemical Tbk PT
RMBS UW Equity,Rambus Inc
600089 C1 Equity,TBEA Co Ltd
4516 JT Equity,Nippon Shinyaku Co Ltd
REZI UN Equity,Resideo Technologies Inc
BEN AT Equity,Bendigo & Adelaide Bank Ltd
GENS SP Equity,Genting Singapore Ltd
HTO GA Equity,Hellenic Telecommunications Organization SA
TELX IS Equity,Tata Elxsi Ltd
IART UW Equity,Integra LifeSciences Holdings Corp
ARWR UW Equity,Arrowhead Pharmaceuticals Inc
ATE FP Equity,Alten SA
BUCN SE Equity,Bucher Industries AG
AC PM Equity,Ayala Corp
MRTX UW Equity,Mirati Therapeutics Inc
ONTO UN Equity,Onto Innovation Inc
ALFAA MF Equity,Alfa SAB de CV
CMIG4 BS Equity,Cia Energetica de Minas Gerais
ICT PM Equity,International Container Terminal Services Inc
600837 C1 Equity,Haitong Securities Co Ltd
AMED UW Equity,Amedisys Inc
TATE LN Equity,Tate & Lyle PLC
OCDO LN Equity,Ocado Group PLC
ALRM UW Equity,Alarm.com Holdings Inc
WLK UN Equity,Westlake Corp
HAVL IS Equity,Havells India Ltd
DIOD UW Equity,Diodes Inc
605117 C1 Equity,Ningbo Deye Technology Co Ltd
002230 C2 Equity,Iflytek Co Ltd
NARI UW Equity,Inari Medical Inc
4922 JT Equity,Kose Corp
NSIT UW Equity,Insight Enterprises Inc
PKI CT Equity,Parkland Corp
AEL UN Equity,American Equity Investment Life Holding Co
MRF IS Equity,MRF Ltd
300751 C2 Equity,Suzhou Maxwell Technologies Co Ltd
CLS SJ Equity,Clicks Group Ltd
SCHN SE Equity,Schindler Holding AG
8354 JT Equity,Fukuoka Financial Group Inc
GFINBURO MF Equity,Grupo Financiero Inbursa SAB de CV
KOFUBL MF Equity,Coca-Cola Femsa SAB de CV
CU CT Equity,Canadian Utilities Ltd
HFG GY Equity,HelloFresh SE
600926 C1 Equity,Bank of Hangzhou Co Ltd
1929 HK Equity,Chow Tai Fook Jewellery Group Ltd
ACKB BB Equity,Ackermans & van Haaren NV
002180 C2 Equity,Ninestar Corp
ACO/X CT Equity,Atco Ltd/Canada
LDO IM Equity,Leonardo SpA
BOQ AT Equity,Bank of Queensland Ltd
DNP PW Equity,Dino Polska SA
322 HK Equity,Tingyi Cayman Islands Holding Corp
BMI UN Equity,Badger Meter Inc
3769 JT Equity,GMO Payment Gateway Inc
NEWR UN Equity,New Relic Inc
NTCO3 BS Equity,Natura & Co Holding SA
SI IS Equity,Supreme Industries Ltd
AWR UN Equity,American States Water Co
ELEKTRA* MF Equity,Grupo Elektra SAB DE CV
3289 JT Equity,Tokyu Fudosan Holdings Corp
AED BB Equity,Aedifica SA
3861 JT Equity,Oji Holdings Corp
EMG LN Equity,Man Group PLC/Jersey
CATY UW Equity,Cathay General Bancorp
CHPT UN Equity,ChargePoint Holdings Inc
FOLD UQ Equity,Amicus Therapeutics Inc
SFNC UW Equity,Simmons First National Corp
ALE UN Equity,ALLETE Inc
AGI CT Equity,Alamos Gold Inc
VMS SP Equity,Venture Corp Ltd
8252 JT Equity,Marui Group Co Ltd
MRCO IS Equity,Marico Ltd
600989 C1 Equity,Ningxia Baofeng Energy Group Co Ltd
2333 HK Equity,Great Wall Motor Co Ltd
836 HK Equity,China Resources Power Holdings Co Ltd
3269 JT Equity,Advance Residence Investment Corp
AVNT UN Equity,Avient Corp
WHD UN Equity,Cactus Inc
BVT SJ Equity,Bidvest Group Ltd/The
SUM UN Equity,Summit Materials Inc
SSABB SS Equity,SSAB AB
6669 TT Equity,Wiwynn Corp
8593 JT Equity,Mitsubishi HC Capital Inc
SOBI SS Equity,Swedish Orphan Biovitrum AB
7731 JT Equity,Nikon Corp
MINT SP Equity,Mapletree Industrial Trust
HBR LN Equity,Harbour Energy PLC
MEL NZ Equity,Meridian Energy Ltd
KINVB SS Equity,Kinnevik AB
KBX GY Equity,Knorr-Bremse AG
MDKA IJ Equity,Merdeka Copper Gold Tbk PT
VNT UN Equity,Vontier Corp
4613 JT Equity,Kansai Paint Co Ltd
4527 JT Equity,Rohto Pharmaceutical Co Ltd
PZU PW Equity,Powszechny Zaklad Ubezpieczen SA
BYD CT Equity,Boyd Group Services Inc
INDUA SS Equity,Industrivarden AB
SBRA UW Equity,Sabra Health Care REIT Inc
SNC CT Equity,SNC-Lavalin Group Inc
FBP UN Equity,First BanCorp/Puerto Rico
MP UN Equity,MP Materials Corp
000895 C2 Equity,Henan Shuanghui Investment & Development Co Ltd
6361 JT Equity,Ebara Corp
HL/ LN Equity,Hargreaves Lansdown PLC
FTT CT Equity,Finning International Inc
7013 JT Equity,IHI Corp
601689 C1 Equity,Ningbo Tuopu Group Co Ltd
SFM UW Equity,Sprouts Farmers Market Inc
LXS GY Equity,LANXESS AG
JBT UN Equity,John Bean Technologies Corp
APG UN Equity,API Group Corp
BPCL IS Equity,Bharat Petroleum Corp Ltd
000661 C2 Equity,Changchun High & New Technology Industry Group Inc
ONEM UW Equity,1Life Healthcare Inc
603806 C1 Equity,Hangzhou First Applied Material Co Ltd
JHG UN Equity,Janus Henderson Group PLC
KOG NO Equity,Kongsberg Gruppen ASA
TKWY NA Equity,Just Eat Takeaway.com NV
3099 JT Equity,Isetan Mitsukoshi Holdings Ltd
CGF AT Equity,Challenger Ltd
1402 TT Equity,Far Eastern New Century Corp
000963 C2 Equity,Huadong Medicine Co Ltd
4732 JT Equity,USS Co Ltd
NPH SJ Equity,Northam Platinum Holdings Ltd
9048 JT Equity,Nagoya Railroad Co Ltd
CWT UN Equity,California Water Service Group
BUPA AB Equity,Bupa Arabia for Cooperative Insurance Co
1548 HK Equity,Genscript Biotech Corp
5486 JT Equity,Hitachi Metals Ltd
TOTS3 BS Equity,TOTVS SA
BECN UW Equity,Beacon Roofing Supply Inc
SKY UN Equity,Skyline Champion Corp
SPXC UN Equity,SPX Technologies Inc
DLG LN Equity,Direct Line Insurance Group PLC
DNB UN Equity,Dun & Bradstreet Holdings Inc
4938 TT Equity,Pegatron Corp
002050 C2 Equity,Zhejiang Sanhua Intelligent Controls Co Ltd
VSAT UW Equity,Viasat Inc
SSRM CT Equity,SSR Mining Inc
KOS UN Equity,Kosmos Energy Ltd
VEDL IS Equity,Vedanta Ltd
ACA UN Equity,Arcosa Inc
IPGP UW Equity,IPG Photonics Corp
MOUWASAT AB Equity,Mouwasat Medical Services Co
TTB TB Equity,TMBThanachart Bank PCL
FL UN Equity,Foot Locker Inc
BILL SS Equity,Billerud AB
TMHC UN Equity,Taylor Morrison Home Corp
600256 C1 Equity,Guanghui Energy Co Ltd
SMCI UW Equity,Super Micro Computer Inc
7181 JT Equity,Japan Post Insurance Co Ltd
2702 JT Equity,McDonald's Holdings Co Japan Ltd
CRI UN Equity,Carter's Inc
603659 C1 Equity,Shanghai Putailai New Energy Technology Co Ltd
BC8 GY Equity,Bechtle AG
YES IS Equity,Yes Bank Ltd
FULT UW Equity,Fulton Financial Corp
BPMC UW Equity,Blueprint Medicines Corp
GO UW Equity,Grocery Outlet Holding Corp
SDF AT Equity,Steadfast Group Ltd
BL UW Equity,Blackline Inc
6505 TT Equity,Formosa Petrochemical Corp
1038 HK Equity,CK Infrastructure Holdings Ltd
EDU UN Equity,New Oriental Education & Technology Group Inc
REH AT Equity,Reece Ltd
603993 C1 Equity,CMOC Group Ltd
FHZN SE Equity,Flughafen Zurich AG
AIBG ID Equity,AIB Group PLC
BBOX LN Equity,Tritax Big Box REIT PLC
028300 KQ Equity,HLB Inc
NEM GY Equity,Nemetschek SE
JBH AT Equity,JB Hi-Fi Ltd
AGR UN Equity,Avangrid Inc
BOB IS Equity,Bank of Baroda
ABC LN Equity,Abcam PLC
MATX UN Equity,Matson Inc
MOL HB Equity,MOL Hungarian Oil & Gas PLC
BDC UN Equity,Belden Inc
002027 C2 Equity,Focus Media Information Technology Co Ltd
KXS CT Equity,Kinaxis Inc
BOH UN Equity,Bank of Hawaii Corp
COOP UR Equity,Mr Cooper Group Inc
DEI UN Equity,Douglas Emmett Inc
VRNS UW Equity,Varonis Systems Inc
MPHC QD Equity,Mesaieed Petrochemical Holding Co
151 HK Equity,Want Want China Holdings Ltd
INCH LN Equity,Inchcape PLC
SOF BB Equity,Sofina SA
600886 C1 Equity,SDIC Power Holdings Co Ltd
AMUN FP Equity,Amundi SA
BMED IM Equity,Banca Mediolanum SpA
ABM UN Equity,ABM Industries Inc
300763 C2 Equity,Ginlong Technologies Co Ltd
1910 HK Equity,Samsonite International SA
AVA UN Equity,Avista Corp
TRQ CT Equity,Turquoise Hill Resources Ltd
TVSL IS Equity,TVS Motor Co Ltd
VSCO UN Equity,Victoria's Secret & Co
6446 TT Equity,PharmaEssentia Corp
TCBI UW Equity,Texas Capital Bancshares Inc
BEAM UW Equity,Beam Therapeutics Inc
9142 JT Equity,Kyushu Railway Co
EDR UN Equity,Endeavor Group Holdings Inc
3038 JT Equity,Kobe Bussan Co Ltd
UBI FP Equity,Ubisoft Entertainment SA
600085 C1 Equity,Beijing Tongrentang Co Ltd
OFC UN Equity,Corporate Office Properties Trust
NWE UW Equity,NorthWestern Corp
BCO UN Equity,Brink's Co/The
KFY UN Equity,Korn Ferry
FHI UN Equity,Federated Hermes Inc
1590 TT Equity,Airtac International Group
BTE CT Equity,Baytex Energy Corp
2801 TT Equity,Chang Hwa Commercial Bank Ltd
AYX UN Equity,Alteryx Inc
8960 JT Equity,United Urban Investment Corp
EPR UN Equity,EPR Properties
LIFCOB SS Equity,Lifco AB
LUNDB SS Equity,L E Lundbergforetagen AB
BLX CT Equity,Boralex Inc
AAWW UW Equity,Atlas Air Worldwide Holdings Inc
WMG UW Equity,Warner Music Group Corp
IP IM Equity,Interpump Group SpA
PFBCOLO CX Equity,Bancolombia SA
GPS UN Equity,Gap Inc/The
DLFU IS Equity,DLF Ltd
4091 JT Equity,Nippon Sanso Holdings Corp
PAGS UN Equity,Pagseguro Digital Ltd
QUB AT Equity,Qube Holdings Ltd
AEIS UW Equity,Advanced Energy Industries Inc
SAVOLA AB Equity,Savola Group/The
EQC UN Equity,Equity Commonwealth
RNG UN Equity,RingCentral Inc
2615 TT Equity,Wan Hai Lines Ltd
HRI UN Equity,Herc Holdings Inc
PAG UN Equity,Penske Automotive Group Inc
FIBRAPL MF Equity,Prologis Property Mexico SA de CV
600588 C1 Equity,Yonyou Network Technology Co Ltd
COV FP Equity,Covivio
EREGL TI Equity,Eregli Demir ve Celik Fabrikalari TAS
IDFCFB IS Equity,IDFC First Bank Ltd
ADDTB SS Equity,AddTech AB
1801 HK Equity,Innovent Biologics Inc
AXNX UW Equity,Axonics Inc
KMPR UN Equity,Kemper Corp
1803 JT Equity,Shimizu Corp
APPC AB Equity,Advanced Petrochemical Co
PI IS Equity,PI Industries Ltd
HIW UN Equity,Highwoods Properties Inc
1099 HK Equity,Sinopharm Group Co Ltd
EYE UW Equity,National Vision Holdings Inc
SAABB SS Equity,Saab AB
INW IM Equity,Infrastrutture Wireless Italiane SpA
PACW UW Equity,PacWest Bancorp
ISS DC Equity,ISS A/S
PCHEM MK Equity,Petronas Chemicals Group Bhd
SXT UN Equity,Sensient Technologies Corp
ITV LN Equity,ITV PLC
600233 C1 Equity,YTO Express Group Co Ltd
PK UN Equity,Park Hotels & Resorts Inc
AIN UN Equity,Albany International Corp
BLKB UW Equity,Blackbaud Inc
NEX FP Equity,Nexans SA
BTU UN Equity,Peabody Energy Corp
BKU UN Equity,BankUnited Inc
LOPE UW Equity,Grand Canyon Education Inc
AUBANK IS Equity,AU Small Finance Bank Ltd
FSS UN Equity,Federal Signal Corp
SAGAB SS Equity,Sagax AB
CCRO3 BS Equity,CCR SA
TNET UN Equity,TriNet Group Inc
VBL IS Equity,Varun Beverages Ltd
CACC UW Equity,Credit Acceptance Corp
JDEP NA Equity,JDE Peet's NV
2327 TT Equity,Yageo Corp
VSH UN Equity,Vishay Intertechnology Inc
BANDHAN IS Equity,Bandhan Bank Ltd
3323 HK Equity,China National Building Material Co Ltd
TLEVICPO MF Equity,Grupo Televisa SAB
600660 C1 Equity,Fuyao Glass Industry Group Co Ltd
NMDC DH Equity,National Marine Dredging Co
REM SJ Equity,Remgro Ltd
7182 JT Equity,Japan Post Bank Co Ltd
OTTR UW Equity,Otter Tail Corp
JD/ LN Equity,JD Sports Fashion PLC
JUBI IS Equity,Jubilant Foodworks Ltd
FRPT UQ Equity,Freshpet Inc
MTSI UW Equity,MACOM Technology Solutions Holdings Inc
300999 C2 Equity,Yihai Kerry Arawana Holdings Co Ltd
PEO PW Equity,Bank Polska Kasa Opieki SA
RBREW DC Equity,Royal Unibrew A/S
UOL SP Equity,UOL Group Ltd
7936 JT Equity,Asics Corp
2324 TT Equity,Compal Electronics Inc
SBICARD IS Equity,SBI Cards & Payment Services Ltd
CPE UN Equity,Callon Petroleum Co
PGNY UW Equity,Progyny Inc
ASAI3 BS Equity,Sendas Distribuidora SA
AXFO SS Equity,Axfood AB
CIT SP Equity,City Developments Ltd
JXN UN Equity,Jackson Financial Inc
THS UN Equity,TreeHouse Foods Inc
LBTYA UW Equity,Liberty Global PLC
TAEE11 BS Equity,Transmissora Alianca de Energia Eletrica SA
BNL UN Equity,Broadstone Net Lease Inc
CWEN UN Equity,Clearway Energy Inc
WFRD UW Equity,Weatherford International PLC
002920 C2 Equity,Huizhou Desay Sv Automotive Co Ltd
TKA GY Equity,thyssenkrupp AG
FWRD UW Equity,Forward Air Corp
000733 C2 Equity,China Zhenhua Group Science & Technology Co Ltd
PBH UN Equity,Prestige Consumer Healthcare Inc
BRBR UN Equity,BellRing Brands Inc
601111 C1 Equity,Air China Ltd
KTB TB Equity,Krung Thai Bank PCL
EVH UN Equity,Evolent Health Inc
CORT UR Equity,Corcept Therapeutics Inc
LAC CT Equity,Lithium Americas Corp
AZRG IT Equity,Azrieli Group Ltd
RICHT HB Equity,Richter Gedeon Nyrt
018260 KP Equity,Samsung SDS Co Ltd
601100 C1 Equity,Jiangsu Hengli Hydraulic Co Ltd
RAA GY Equity,Rational AG
1808 JT Equity,Haseko Corp
BE UN Equity,Bloom Energy Corp
IIPR UN Equity,Innovative Industrial Properties Inc
GN DC Equity,GN Store Nord AS
VRRM UR Equity,Verra Mobility Corp
BOSS GY Equity,HUGO BOSS AG
AMR UN Equity,Alpha Metallurgical Resources Inc
MRL SQ Equity,Merlin Properties Socimi SA
MRCY UW Equity,Mercury Systems Inc
TUPRS TI Equity,Turkiye Petrol Rafinerileri AS
IBOC UW Equity,International Bancshares Corp
ACIW UW Equity,ACI Worldwide Inc
3288 JT Equity,Open House Group Co Ltd
QNNS QD Equity,Qatar Navigation QSC
LXP UN Equity,LXP Industrial Trust
VIPS UN Equity,Vipshop Holdings Ltd
AEV PM Equity,Aboitiz Equity Ventures Inc
1963 JT Equity,JGC Holdings Corp
SPR UN Equity,Spirit AeroSystems Holdings Inc
EVT GY Equity,Evotec SE
600015 C1 Equity,Huaxia Bank Co Ltd
000301 C2 Equity,Jiangsu Eastern Shenghong Co Ltd
101 HK Equity,Hang Lung Properties Ltd
4004 JT Equity,Showa Denko KK
CPIN IJ Equity,Charoen Pokphand Indonesia Tbk PT
CROMPTON IS Equity,Crompton Greaves Consumer Electricals Ltd
CVLT UW Equity,CommVault Systems Inc
DLN LN Equity,Derwent London PLC
ASURB MF Equity,Grupo Aeroportuario del Sureste SAB de CV
ELUXB SS Equity,Electrolux AB
FRME UW Equity,First Merchants Corp
WD UN Equity,Walker & Dunlop Inc
CHGG UN Equity,Chegg Inc
OMU SJ Equity,Old Mutual Ltd
Z IS Equity,Zee Entertainment Enterprises Ltd
DNA UN Equity,Ginkgo Bioworks Holdings Inc
ENV UN Equity,Envestnet Inc
AKBNK TI Equity,Akbank TAS
BOKF UW Equity,BOK Financial Corp
HI UN Equity,Hillenbrand Inc
YELP UN Equity,Yelp Inc
1102 TT Equity,Asia Cement Corp
EVD GY Equity,CTS Eventim AG & Co KGaA
OI UN Equity,O-I Glass Inc
DKSH SE Equity,DKSH Holding AG
IGM CT Equity,IGM Financial Inc
EPRT UN Equity,Essential Properties Realty Trust Inc
600875 C1 Equity,Dongfang Electric Corp Ltd
ADE NO Equity,Adevinta ASA
NE UN Equity,Noble Corp PLC
ISEE UW Equity,IVERIC bio Inc
LBRT UN Equity,Liberty Energy Inc
AP-U CT Equity,Allied Properties Real Estate Investment Trust
VIS SQ Equity,Viscofan SA
9045 JT Equity,Keihan Holdings Co Ltd
PLXS UW Equity,Plexus Corp
135 HK Equity,Kunlun Energy Co Ltd
6409 TT Equity,Voltronic Power Technology Corp
2618 HK Equity,JD Logistics Inc
4912 JT Equity,Lion Corp
KGH PW Equity,KGHM Polska Miedz SA
603260 C1 Equity,Hoshine Silicon Industry Co Ltd
JYSK DC Equity,Jyske Bank A/S
VER AV Equity,Verbund AG
600600 C1 Equity,Tsingtao Brewery Co Ltd
9706 JT Equity,Japan Airport Terminal Co Ltd
NGVT UN Equity,Ingevity Corp
BCVN SE Equity,Banque Cantonale Vaudoise
ILU AT Equity,Iluka Resources Ltd
HBI UN Equity,Hanesbrands Inc
600196 C1 Equity,Shanghai Fosun Pharmaceutical Group Co Ltd
MC UN Equity,Moelis & Co
KLBF IJ Equity,Kalbe Farma Tbk PT
REY IM Equity,Reply SpA
YETI UN Equity,YETI Holdings Inc
COPEC CC Equity,Empresas Copec SA
BWY LN Equity,Bellway PLC
KLBN4 BS Equity,Klabin SA
VNOM UW Equity,Viper Energy Partners LP
GPI UN Equity,Group 1 Automotive Inc
NXT AT Equity,NEXTDC Ltd
BCRX UW Equity,BioCryst Pharmaceuticals Inc
DEMANT DC Equity,Demant A/S
UNF UN Equity,UniFirst Corp/MA
ATM NZ Equity,a2 Milk Co Ltd/The
SIG UN Equity,Signet Jewelers Ltd
CFLT UW Equity,Confluent Inc
8804 JT Equity,Tokyo Tatemono Co Ltd
ALU AT Equity,Altium Ltd
4967 JT Equity,Kobayashi Pharmaceutical Co Ltd
586 HK Equity,China Conch Venture Holdings Ltd
600026 C1 Equity,COSCO SHIPPING Energy Transportation Co Ltd
MTH UN Equity,Meritage Homes Corp
WIRE UW Equity,Encore Wire Corp
NCR UN Equity,NCR Corp
AIMC UW Equity,Altra Industrial Motion Corp
ROR LN Equity,Rotork PLC
9107 JT Equity,Kawasaki Kisen Kaisha Ltd
LCII UN Equity,LCI Industries
GKOS UN Equity,Glaukos Corp
COMM UW Equity,CommScope Holding Co Inc
600570 C1 Equity,Hundsun Technologies Inc
1339 HK Equity,People's Insurance Co Group of China Ltd/The
NFE UW Equity,New Fortress Energy Inc
601615 C1 Equity,Ming Yang Smart Energy Group Ltd
1044 HK Equity,Hengan International Group Co Ltd
7012 JT Equity,Kawasaki Heavy Industries Ltd
OUT UN Equity,Outfront Media Inc
3231 JT Equity,Nomura Real Estate Holdings Inc
ORDS QD Equity,Ooredoo QPSC
AGL AT Equity,AGL Energy Ltd
1193 HK Equity,China Resources Gas Group Ltd
RARE UW Equity,Ultragenyx Pharmaceutical Inc
HL UN Equity,Hecla Mining Co
6770 TT Equity,Powerchip Semiconductor Manufacturing Corp
2002 JT Equity,Nisshin Seifun Group Inc
W UN Equity,Wayfair Inc
YMM UN Equity,Full Truck Alliance Co Ltd
SORIANAB MF Equity,Organizacion Soriana SAB de CV
